Date,Temperature at 2 meters (c),Precipitation Corrected (mm/day),Specific Humidity at 2 Meters (g/kg),Wind Direction at 2 Meters (Degrees),Wind Speed at 2 Meters (m/s),Root Zone Soil Wetness
28/12/2010,12.65,1.2,5.07,324.0,1.34,0.49
29/12/2010,14.21,2.23,8.07,325.7,1.58,0.49
30/12/2010,13.94,16.63,9.48,116.3,1.79,0.51
31/12/2010,11.52,1.12,6.46,312.4,1.98,0.52
01/01/2011,10.28,0.08,5.11,309.4,2.09,0.52
02/01/2011,9.3,0.0,4.89,303.5,2.05,0.51
03/01/2011,8.5,0.0,4.06,314.5,1.32,0.51
04/01/2011,7.48,0.0,3.78,303.6,1.56,0.51
05/01/2011,7.18,0.0,3.47,310.5,2.06,0.51
06/01/2011,7.67,0.0,3.42,317.9,1.65,0.5
07/01/2011,10.67,0.0,3.21,307.0,1.26,0.5
08/01/2011,10.36,0.0,3.92,119.7,1.09,0.5
09/01/2011,9.85,0.0,3.87,318.6,0.89,0.5
10/01/2011,9.4,0.0,3.78,309.1,2.49,0.5
11/01/2011,9.64,0.0,3.5,300.4,2.56,0.49
12/01/2011,11.29,0.0,3.94,305.5,1.57,0.49
13/01/2011,13.3,0.0,4.65,117.6,1.11,0.49
14/01/2011,13.52,1.03,6.44,135.3,2.56,0.49
15/01/2011,11.33,1.25,4.85,235.2,2.3,0.49
16/01/2011,8.75,0.28,3.43,311.5,3.03,0.49
17/01/2011,10.47,0.0,3.43,307.5,2.62,0.48
18/01/2011,11.95,0.01,4.14,319.9,1.6,0.48
19/01/2011,10.69,0.0,4.17,307.0,2.58,0.48
20/01/2011,11.97,0.0,3.51,319.6,1.19,0.48
21/01/2011,13.07,0.0,3.98,292.5,1.6,0.47
22/01/2011,13.35,0.0,5.02,323.3,1.66,0.47
23/01/2011,13.25,0.0,4.09,333.8,1.58,0.47
24/01/2011,12.13,0.0,3.65,321.8,1.51,0.47
25/01/2011,12.89,0.0,3.41,14.0,0.94,0.47
26/01/2011,11.86,0.13,3.96,2.9,1.41,0.46
27/01/2011,10.94,0.0,4.0,310.9,2.24,0.46
28/01/2011,12.2,0.0,3.49,335.1,1.12,0.46
29/01/2011,12.43,0.02,4.52,106.0,1.28,0.46
30/01/2011,14.12,0.07,5.19,344.9,1.02,0.46
31/01/2011,13.39,0.0,5.3,312.6,1.8,0.46
01/02/2011,13.34,0.0,5.25,302.3,2.0,0.45
02/02/2011,14.42,0.0,4.76,312.3,1.45,0.45
03/02/2011,16.33,0.0,5.03,316.9,1.32,0.45
04/02/2011,18.36,0.0,5.81,283.0,0.98,0.45
05/02/2011,18.56,0.0,6.36,137.9,1.5,0.45
06/02/2011,17.87,0.0,6.76,127.6,2.75,0.44
07/02/2011,17.21,3.69,7.97,145.7,1.93,0.44
08/02/2011,15.39,0.0,6.11,328.2,1.73,0.45
09/02/2011,13.89,0.0,4.36,312.5,2.05,0.44
10/02/2011,14.96,0.0,4.19,310.0,1.88,0.44
11/02/2011,14.77,0.0,3.92,314.5,2.07,0.44
12/02/2011,17.74,0.0,4.86,316.3,1.75,0.43
13/02/2011,17.92,1.48,6.0,163.1,1.63,0.43
14/02/2011,15.54,2.6,8.42,87.4,2.18,0.44
15/02/2011,15.78,7.8,9.91,133.2,2.15,0.44
16/02/2011,15.83,6.59,8.29,350.8,0.79,0.46
17/02/2011,13.78,0.01,5.54,315.7,1.8,0.46
18/02/2011,13.69,0.0,5.03,312.9,1.68,0.45
19/02/2011,16.48,0.0,4.96,350.8,0.81,0.45
20/02/2011,15.88,3.85,6.28,302.9,1.41,0.45
21/02/2011,14.62,2.28,6.72,308.3,1.81,0.46
22/02/2011,15.39,0.0,5.73,291.1,1.44,0.45
23/02/2011,17.2,0.0,6.15,184.9,1.09,0.45
24/02/2011,17.13,0.07,6.33,16.6,0.99,0.45
25/02/2011,17.06,0.88,5.94,314.2,1.38,0.45
26/02/2011,16.07,5.99,7.05,230.1,1.06,0.45
27/02/2011,16.33,0.06,5.72,344.9,1.69,0.45
28/02/2011,16.19,0.0,4.58,312.6,2.06,0.45
01/03/2011,16.06,0.02,6.06,334.8,1.65,0.45
02/03/2011,16.44,1.04,6.85,146.8,1.2,0.44
03/03/2011,19.0,1.63,8.19,151.0,1.38,0.44
04/03/2011,17.35,0.81,8.6,10.2,1.68,0.44
05/03/2011,18.59,0.08,6.03,343.0,1.47,0.44
06/03/2011,19.2,0.0,5.27,316.4,2.73,0.44
07/03/2011,19.31,0.0,5.06,317.3,3.15,0.43
08/03/2011,20.25,0.0,6.15,309.6,2.78,0.43
09/03/2011,19.13,0.16,6.1,265.7,1.67,0.43
10/03/2011,19.35,0.0,5.07,3.7,0.81,0.42
11/03/2011,19.41,0.0,5.12,325.6,2.24,0.42
12/03/2011,19.86,0.0,4.5,303.6,2.1,0.42
13/03/2011,21.32,0.0,4.79,304.9,1.86,0.41
14/03/2011,23.06,0.0,5.61,335.8,1.3,0.41
15/03/2011,23.97,0.0,6.19,146.9,1.09,0.41
16/03/2011,24.17,0.0,6.14,290.2,1.65,0.4
17/03/2011,25.94,0.0,6.64,315.7,1.27,0.4
18/03/2011,25.73,0.0,6.75,147.2,1.64,0.4
19/03/2011,24.06,0.0,6.62,179.5,1.4,0.4
20/03/2011,23.78,0.13,5.01,315.3,1.87,0.39
21/03/2011,21.46,0.0,4.4,321.2,2.07,0.39
22/03/2011,22.52,0.0,4.12,327.1,1.72,0.39
23/03/2011,24.14,0.0,4.64,82.3,1.25,0.38
24/03/2011,24.71,1.07,5.88,317.7,1.19,0.38
25/03/2011,24.94,0.0,5.3,319.5,1.83,0.38
26/03/2011,25.8,0.0,5.46,304.4,2.07,0.38
27/03/2011,26.57,0.0,6.04,318.5,1.88,0.37
28/03/2011,27.09,0.0,6.58,139.9,1.91,0.37
29/03/2011,24.89,3.34,7.43,132.6,2.74,0.37
30/03/2011,24.94,0.26,6.96,336.0,1.49,0.37
31/03/2011,24.71,0.0,5.59,317.7,2.17,0.37
01/04/2011,25.61,0.0,5.63,326.2,1.7,0.37
02/04/2011,26.16,1.97,5.75,79.2,1.14,0.36
03/04/2011,23.87,1.12,6.0,315.6,1.87,0.37
04/04/2011,23.36,0.0,4.57,309.2,1.85,0.36
05/04/2011,25.8,0.0,4.34,193.8,1.77,0.36
06/04/2011,25.9,0.0,4.48,37.6,1.25,0.36
07/04/2011,24.89,0.0,5.5,2.2,2.01,0.36
08/04/2011,24.8,0.0,4.49,323.1,1.69,0.35
09/04/2011,26.09,0.0,4.67,322.2,1.47,0.35
10/04/2011,26.12,0.1,5.72,15.1,1.48,0.35
11/04/2011,27.58,0.0,7.68,122.3,2.46,0.35
12/04/2011,27.93,0.0,8.04,289.2,1.82,0.34
13/04/2011,28.03,0.62,7.71,267.9,0.98,0.34
14/04/2011,28.12,0.13,7.18,345.8,1.2,0.34
15/04/2011,28.25,0.01,6.82,351.9,1.27,0.34
16/04/2011,29.78,1.28,8.04,133.5,1.37,0.34
17/04/2011,27.3,5.65,10.98,324.9,2.45,0.34
18/04/2011,26.56,3.02,10.06,269.6,1.55,0.35
19/04/2011,26.77,0.17,7.48,270.7,2.02,0.35
20/04/2011,26.67,0.0,6.68,301.7,2.23,0.35
21/04/2011,27.78,0.0,5.88,316.0,2.12,0.34
22/04/2011,28.47,0.0,6.29,311.8,1.94,0.34
23/04/2011,29.9,0.0,6.18,322.8,1.47,0.34
24/04/2011,31.3,0.0,6.34,291.3,1.51,0.34
25/04/2011,32.06,0.0,5.66,317.2,1.58,0.34
26/04/2011,32.2,0.0,5.53,113.7,1.87,0.34
27/04/2011,30.98,0.0,8.18,139.0,2.22,0.33
28/04/2011,32.98,0.0,7.77,143.4,2.07,0.33
29/04/2011,33.66,0.0,6.24,296.6,2.53,0.33
30/04/2011,33.25,0.0,6.38,259.6,2.37,0.33
01/05/2011,33.48,0.04,6.1,288.3,2.1,0.33
02/05/2011,34.38,0.02,6.62,288.8,1.73,0.33
03/05/2011,35.32,0.0,6.65,279.1,1.66,0.33
04/05/2011,35.59,0.0,7.89,266.4,2.79,0.33
05/05/2011,34.93,2.6,9.0,231.5,1.71,0.34
06/05/2011,32.53,6.49,10.81,60.0,2.5,0.34
07/05/2011,31.15,0.0,9.68,309.7,2.74,0.34
08/05/2011,32.37,0.0,8.2,299.2,2.13,0.34
09/05/2011,34.31,0.0,6.87,297.4,2.09,0.34
10/05/2011,34.71,0.0,6.27,282.9,2.72,0.34
11/05/2011,35.54,0.0,6.37,284.0,1.92,0.33
12/05/2011,36.44,0.0,5.97,293.6,1.62,0.33
13/05/2011,35.79,0.79,6.36,41.6,1.45,0.33
14/05/2011,35.8,0.0,5.03,308.1,2.09,0.33
15/05/2011,36.75,0.0,5.14,289.9,1.41,0.33
16/05/2011,37.87,0.0,4.99,278.8,1.07,0.33
17/05/2011,38.35,0.0,4.9,300.8,1.88,0.33
18/05/2011,39.06,0.26,6.2,270.7,2.92,0.33
19/05/2011,37.67,0.38,8.11,260.9,3.67,0.33
20/05/2011,35.81,0.0,11.19,131.0,2.5,0.33
21/05/2011,35.94,3.82,13.86,152.6,3.38,0.34
22/05/2011,33.42,12.06,15.26,250.2,2.99,0.35
23/05/2011,33.69,0.13,11.61,298.1,2.94,0.35
24/05/2011,34.55,0.0,10.5,288.6,2.61,0.35
25/05/2011,36.21,1.32,11.59,274.2,2.44,0.35
26/05/2011,36.08,3.9,12.96,201.7,1.25,0.35
27/05/2011,34.77,3.92,14.56,331.1,0.96,0.35
28/05/2011,34.16,0.03,11.17,290.8,2.76,0.35
29/05/2011,35.46,0.0,10.79,277.9,2.39,0.35
30/05/2011,36.0,3.75,11.53,263.1,2.24,0.35
31/05/2011,34.7,0.26,12.82,140.9,2.31,0.34
01/06/2011,32.01,25.41,14.87,107.0,3.47,0.37
02/06/2011,31.78,1.17,12.8,25.7,2.37,0.38
03/06/2011,32.42,0.0,11.09,317.4,2.74,0.38
04/06/2011,33.52,0.0,9.49,313.5,1.97,0.37
05/06/2011,35.01,0.0,10.0,18.9,1.26,0.37
06/06/2011,35.14,2.28,11.18,114.8,2.13,0.37
07/06/2011,35.88,0.61,11.91,108.9,2.12,0.36
08/06/2011,35.37,0.3,10.01,110.1,3.09,0.36
09/06/2011,33.59,2.45,12.14,113.9,4.69,0.36
10/06/2011,32.44,1.15,13.3,106.0,3.02,0.36
11/06/2011,33.5,5.58,13.8,97.3,2.64,0.36
12/06/2011,35.02,1.66,15.1,94.7,2.54,0.36
13/06/2011,35.68,0.0,15.47,304.4,1.99,0.35
14/06/2011,36.47,15.02,15.89,288.2,1.64,0.36
15/06/2011,35.08,0.31,17.55,167.9,1.65,0.38
16/06/2011,36.44,0.17,15.35,125.2,1.72,0.37
17/06/2011,34.76,8.42,17.88,81.7,1.86,0.38
18/06/2011,34.23,6.3,18.04,76.9,1.16,0.38
19/06/2011,35.21,0.78,15.69,260.7,1.58,0.38
20/06/2011,34.6,2.76,15.43,115.9,2.03,0.38
21/06/2011,34.56,0.02,15.75,194.5,1.87,0.38
22/06/2011,36.38,0.01,15.66,181.1,1.61,0.37
23/06/2011,33.27,2.33,18.63,122.4,2.17,0.37
24/06/2011,33.71,20.92,19.59,144.7,1.08,0.39
25/06/2011,34.58,9.81,18.49,140.8,2.54,0.41
26/06/2011,31.24,11.14,20.8,130.1,1.73,0.42
27/06/2011,30.75,3.29,19.52,156.3,1.01,0.43
28/06/2011,31.81,1.12,18.43,124.6,2.31,0.43
29/06/2011,31.47,3.77,18.25,128.6,2.8,0.43
30/06/2011,32.34,4.97,18.29,131.9,1.86,0.43
01/07/2011,32.65,1.51,18.0,263.2,2.95,0.43
02/07/2011,33.82,1.38,17.03,306.8,2.07,0.42
03/07/2011,34.22,1.1,16.65,322.2,1.94,0.42
04/07/2011,34.0,0.04,16.04,319.9,2.53,0.42
05/07/2011,32.98,6.79,15.81,79.2,2.18,0.42
06/07/2011,31.95,3.22,19.15,109.7,2.41,0.42
07/07/2011,30.11,18.44,19.97,141.9,3.22,0.44
08/07/2011,30.65,2.1,18.66,124.5,2.97,0.45
09/07/2011,28.63,9.07,19.85,152.9,1.68,0.46
10/07/2011,29.7,3.79,19.22,89.6,1.87,0.46
11/07/2011,31.43,0.43,18.58,67.1,2.12,0.46
12/07/2011,33.41,0.13,18.37,89.9,2.14,0.45
13/07/2011,32.25,0.26,19.44,118.7,2.6,0.44
14/07/2011,32.07,2.86,19.75,134.7,2.29,0.44
15/07/2011,29.93,35.8,21.86,146.0,2.79,0.47
16/07/2011,29.68,5.53,20.11,127.8,2.24,0.51
17/07/2011,29.71,1.58,18.56,113.1,2.57,0.5
18/07/2011,29.5,1.32,19.16,119.9,2.41,0.49
19/07/2011,31.48,4.06,19.31,100.7,0.93,0.49
20/07/2011,32.85,5.99,18.65,174.7,1.38,0.49
21/07/2011,31.51,2.2,19.01,139.6,2.49,0.49
22/07/2011,30.21,1.66,19.46,106.1,2.06,0.49
23/07/2011,29.21,8.07,19.7,130.9,2.82,0.49
24/07/2011,29.3,3.36,19.16,101.8,2.95,0.5
25/07/2011,28.34,0.21,19.74,89.6,2.64,0.49
26/07/2011,30.08,15.67,20.14,134.7,1.47,0.5
27/07/2011,28.88,10.2,20.6,159.6,1.1,0.52
28/07/2011,30.34,5.97,21.69,206.7,1.15,0.53
29/07/2011,29.18,5.02,21.87,244.3,0.92,0.53
30/07/2011,30.92,1.14,20.73,309.2,0.93,0.53
31/07/2011,32.09,5.79,20.29,283.8,1.07,0.53
01/08/2011,32.08,1.62,20.55,271.4,1.46,0.53
02/08/2011,33.56,1.18,19.66,279.5,1.55,0.52
03/08/2011,33.2,0.49,19.59,197.3,1.8,0.52
04/08/2011,30.46,2.35,20.01,135.9,1.88,0.51
05/08/2011,30.89,8.53,20.02,117.2,1.13,0.51
06/08/2011,31.15,7.85,20.7,164.0,1.26,0.52
07/08/2011,28.75,1.0,21.2,130.9,2.52,0.52
08/08/2011,28.97,12.95,20.89,116.8,2.79,0.53
09/08/2011,29.1,2.45,20.16,100.9,3.01,0.53
10/08/2011,29.08,4.64,20.21,104.2,3.16,0.53
11/08/2011,28.43,13.23,21.07,112.6,2.86,0.53
12/08/2011,26.8,17.75,20.29,109.2,3.63,0.56
13/08/2011,27.85,4.54,20.05,100.3,1.7,0.57
14/08/2011,28.15,5.39,19.71,99.4,3.03,0.57
15/08/2011,27.01,36.46,20.19,70.2,2.38,0.59
16/08/2011,27.51,20.89,20.25,168.2,1.25,0.64
17/08/2011,28.27,2.69,19.37,330.4,1.44,0.64
18/08/2011,29.31,9.78,20.01,336.2,1.25,0.64
19/08/2011,27.71,13.53,19.91,132.4,1.82,0.64
20/08/2011,27.59,13.72,20.39,107.3,3.14,0.66
21/08/2011,27.75,0.06,20.02,123.2,1.13,0.66
22/08/2011,29.75,2.3,20.38,356.9,0.87,0.65
23/08/2011,28.75,6.98,21.4,197.7,1.64,0.65
24/08/2011,27.65,10.18,20.68,141.5,1.72,0.66
25/08/2011,29.07,3.75,21.02,116.7,0.89,0.66
26/08/2011,28.74,3.84,20.83,206.3,1.46,0.66
27/08/2011,28.19,1.92,21.34,148.1,1.43,0.66
28/08/2011,28.48,0.22,21.07,101.5,1.48,0.65
29/08/2011,29.2,0.9,20.99,124.7,1.45,0.64
30/08/2011,28.98,3.22,21.58,111.2,1.87,0.64
31/08/2011,29.18,0.86,21.52,120.7,1.66,0.63
01/09/2011,29.24,0.3,21.49,139.5,1.84,0.62
02/09/2011,29.42,9.02,20.7,57.8,0.75,0.62
03/09/2011,27.89,11.02,20.32,108.0,1.87,0.63
04/09/2011,26.67,12.72,20.19,94.6,2.36,0.64
05/09/2011,27.46,11.32,20.62,98.4,1.61,0.66
06/09/2011,27.23,12.52,21.39,120.1,1.39,0.68
07/09/2011,27.94,3.71,20.91,154.8,1.09,0.68
08/09/2011,26.97,14.5,20.05,143.7,1.19,0.68
09/09/2011,27.25,53.43,20.8,129.4,1.28,0.73
10/09/2011,27.84,12.46,20.43,107.2,1.23,0.77
11/09/2011,27.65,10.12,20.55,121.3,1.73,0.77
12/09/2011,27.71,1.82,20.92,106.4,2.38,0.77
13/09/2011,28.83,2.93,20.41,144.4,0.83,0.76
14/09/2011,29.3,7.65,21.07,274.6,0.93,0.76
15/09/2011,28.82,45.2,21.14,152.0,0.7,0.78
16/09/2011,27.8,24.72,21.07,207.5,1.39,0.83
17/09/2011,27.15,0.91,19.83,286.1,1.53,0.83
18/09/2011,26.6,0.0,19.07,299.0,1.3,0.82
19/09/2011,26.47,0.2,18.3,318.1,1.32,0.81
20/09/2011,25.99,0.0,18.04,307.1,1.66,0.8
21/09/2011,25.56,0.0,17.13,303.9,1.83,0.79
22/09/2011,25.84,0.0,16.96,300.9,1.44,0.78
23/09/2011,25.13,0.0,16.41,303.5,1.98,0.77
24/09/2011,24.78,0.07,15.24,306.0,2.05,0.76
25/09/2011,25.07,0.02,15.86,298.2,1.73,0.74
26/09/2011,25.33,0.0,16.62,295.4,1.94,0.73
27/09/2011,25.68,0.0,17.22,292.7,1.81,0.72
28/09/2011,25.55,0.0,16.77,285.7,1.87,0.72
29/09/2011,25.08,0.1,16.21,293.9,1.82,0.71
30/09/2011,24.92,0.0,15.18,295.2,1.79,0.7
01/10/2011,24.61,0.05,15.18,294.9,2.08,0.69
02/10/2011,25.13,0.0,15.68,285.1,1.77,0.68
03/10/2011,25.71,0.01,15.3,274.3,1.49,0.67
04/10/2011,26.35,1.0,14.87,287.3,0.98,0.66
05/10/2011,26.59,0.01,15.11,261.7,0.8,0.65
06/10/2011,25.78,0.0,15.04,316.0,1.39,0.65
07/10/2011,25.51,2.27,14.16,311.8,0.93,0.64
08/10/2011,25.57,0.47,15.45,331.9,0.95,0.64
09/10/2011,25.76,0.0,15.03,332.9,1.3,0.63
10/10/2011,25.05,0.0,13.58,331.1,1.26,0.62
11/10/2011,25.5,0.0,12.45,333.8,1.14,0.61
12/10/2011,24.7,0.0,12.9,321.2,1.55,0.61
13/10/2011,24.66,0.0,12.43,314.7,1.68,0.6
14/10/2011,24.14,0.0,11.77,320.8,1.91,0.59
15/10/2011,23.69,0.0,10.08,326.0,1.79,0.58
16/10/2011,24.44,0.0,9.17,17.5,0.84,0.58
17/10/2011,23.79,0.0,8.61,48.9,0.89,0.57
18/10/2011,23.74,0.0,9.31,357.9,1.05,0.57
19/10/2011,23.66,0.0,9.45,332.1,1.32,0.56
20/10/2011,24.0,0.0,9.03,50.8,0.77,0.55
21/10/2011,22.43,0.0,10.55,87.3,1.35,0.55
22/10/2011,22.56,0.0,10.13,16.3,1.09,0.55
23/10/2011,23.41,0.0,9.94,346.3,1.07,0.54
24/10/2011,23.18,0.0,9.91,343.9,1.36,0.54
25/10/2011,22.2,0.0,8.65,350.0,1.44,0.53
26/10/2011,22.17,0.0,8.1,339.7,1.26,0.53
27/10/2011,20.85,0.0,7.36,316.9,1.77,0.52
28/10/2011,21.53,0.0,6.9,328.8,1.23,0.52
29/10/2011,21.4,0.0,7.37,337.2,1.17,0.52
30/10/2011,21.48,0.0,7.26,329.4,1.16,0.51
31/10/2011,21.33,0.0,7.32,91.8,0.92,0.51
01/11/2011,20.48,0.0,8.29,46.1,1.09,0.51
02/11/2011,21.27,0.0,8.04,40.3,1.02,0.5
03/11/2011,21.61,0.0,8.56,48.9,0.92,0.5
04/11/2011,19.96,0.01,9.59,89.5,1.13,0.5
05/11/2011,20.9,0.0,9.69,323.1,1.61,0.5
06/11/2011,20.93,0.0,8.46,317.3,2.02,0.49
07/11/2011,21.09,0.0,6.83,346.0,1.03,0.49
08/11/2011,19.79,0.0,6.95,337.3,1.11,0.49
09/11/2011,20.3,0.0,7.66,317.5,1.52,0.48
10/11/2011,22.0,0.0,10.0,337.9,1.46,0.48
11/11/2011,21.91,0.0,10.93,308.3,1.56,0.48
12/11/2011,22.57,0.0,8.97,311.0,1.62,0.47
13/11/2011,21.44,0.0,6.99,354.9,1.07,0.47
14/11/2011,21.04,0.0,6.69,347.6,0.88,0.47
15/11/2011,20.02,0.0,7.34,317.2,1.39,0.47
16/11/2011,19.89,0.0,7.49,319.2,1.82,0.46
17/11/2011,19.55,0.0,6.6,320.8,1.82,0.46
18/11/2011,20.74,0.0,6.6,351.2,0.96,0.46
19/11/2011,19.64,0.0,8.06,78.4,1.07,0.46
20/11/2011,19.64,0.0,8.57,338.4,1.11,0.46
21/11/2011,19.6,0.0,8.21,91.0,0.91,0.45
22/11/2011,19.35,0.0,7.71,105.5,1.0,0.45
23/11/2011,18.78,0.0,7.98,99.3,1.03,0.45
24/11/2011,18.87,0.0,8.72,104.4,0.82,0.45
25/11/2011,19.32,0.0,8.55,325.4,0.9,0.45
26/11/2011,18.37,0.0,7.92,99.4,0.95,0.45
27/11/2011,17.58,0.0,7.37,65.1,0.98,0.45
28/11/2011,16.87,0.0,6.13,317.3,1.52,0.44
29/11/2011,15.99,0.0,5.78,308.8,2.29,0.44
30/11/2011,16.79,0.0,4.99,315.2,1.42,0.44
01/12/2011,16.04,0.0,5.39,92.5,1.32,0.44
02/12/2011,16.76,0.0,5.29,333.5,1.06,0.44
03/12/2011,16.75,0.0,4.79,313.2,1.94,0.44
04/12/2011,17.3,0.0,4.93,330.4,1.52,0.43
05/12/2011,17.18,0.0,5.63,102.5,1.14,0.43
06/12/2011,16.65,0.43,6.86,117.6,1.94,0.43
07/12/2011,17.58,1.72,7.78,114.2,1.67,0.43
08/12/2011,18.71,0.35,8.35,124.0,1.96,0.43
09/12/2011,18.5,1.33,8.95,105.3,1.31,0.43
10/12/2011,16.26,0.0,7.26,310.1,1.93,0.43
11/12/2011,16.0,0.0,5.01,300.2,1.49,0.43
12/12/2011,16.37,0.0,4.74,333.3,0.83,0.43
13/12/2011,13.78,0.0,3.78,311.6,1.92,0.43
14/12/2011,12.73,0.0,3.33,311.2,1.91,0.43
15/12/2011,13.1,0.0,3.19,326.7,1.29,0.42
16/12/2011,12.2,0.0,3.18,313.5,1.66,0.42
17/12/2011,12.71,0.0,3.15,316.4,1.79,0.42
18/12/2011,12.38,0.0,3.42,55.1,0.99,0.42
19/12/2011,12.53,0.0,3.44,60.5,0.82,0.42
20/12/2011,11.22,0.0,3.88,123.1,1.78,0.42
21/12/2011,13.08,0.0,4.19,121.7,1.19,0.42
22/12/2011,12.56,0.0,4.09,325.7,1.48,0.42
23/12/2011,9.9,0.0,3.1,308.3,1.9,0.41
24/12/2011,9.52,0.0,2.83,315.0,1.74,0.41
25/12/2011,11.18,0.0,2.91,325.4,1.25,0.41
26/12/2011,12.71,0.0,2.72,15.8,0.68,0.41
27/12/2011,12.53,0.0,3.67,76.9,1.06,0.41
28/12/2011,13.85,0.0,4.89,81.3,1.14,0.41
29/12/2011,13.18,0.0,4.83,326.9,1.23,0.41
30/12/2011,14.33,0.0,4.32,355.8,0.97,0.41
31/12/2011,13.91,0.02,5.86,94.0,1.27,0.41
01/01/2012,13.88,0.48,6.02,309.2,1.01,0.41
02/01/2012,13.24,0.0,4.11,309.2,1.3,0.41
03/01/2012,13.62,0.0,3.98,308.8,1.4,0.4
04/01/2012,14.4,0.0,4.29,84.6,0.85,0.4
05/01/2012,13.58,0.04,4.96,109.3,1.02,0.4
06/01/2012,13.16,3.58,6.45,132.4,2.54,0.4
07/01/2012,13.12,1.04,6.2,157.7,2.12,0.41
08/01/2012,12.81,1.7,6.76,80.6,1.25,0.41
09/01/2012,11.06,0.22,4.42,312.6,1.38,0.41
10/01/2012,9.69,0.0,3.1,321.6,1.34,0.41
11/01/2012,9.84,0.0,3.51,311.5,1.62,0.41
12/01/2012,10.08,0.4,3.24,310.5,2.22,0.41
13/01/2012,10.48,0.0,3.17,310.3,2.07,0.4
14/01/2012,12.23,0.3,3.38,307.8,2.15,0.4
15/01/2012,15.14,0.7,5.15,121.6,1.76,0.4
16/01/2012,12.68,4.7,7.7,113.6,2.4,0.41
17/01/2012,12.72,0.0,6.37,337.3,0.87,0.41
18/01/2012,12.72,0.27,5.41,302.8,1.09,0.41
19/01/2012,11.65,0.0,4.8,29.0,1.11,0.41
20/01/2012,10.21,0.0,4.2,318.2,2.04,0.41
21/01/2012,9.86,0.0,3.56,314.1,2.33,0.41
22/01/2012,11.59,0.0,3.2,331.6,1.11,0.4
23/01/2012,11.97,0.0,3.41,317.6,1.73,0.4
24/01/2012,11.61,0.0,3.95,310.4,2.07,0.4
25/01/2012,12.91,0.0,3.78,295.4,1.76,0.4
26/01/2012,13.03,0.0,3.43,315.0,2.02,0.4
27/01/2012,12.16,0.0,3.67,315.1,1.92,0.4
28/01/2012,11.58,0.0,3.33,323.7,1.18,0.4
29/01/2012,11.47,0.0,3.41,315.9,1.75,0.4
30/01/2012,11.94,0.0,2.97,299.4,1.41,0.39
31/01/2012,12.38,0.0,2.97,315.3,1.36,0.39
01/02/2012,12.35,0.0,3.46,313.5,2.37,0.39
02/02/2012,14.22,0.0,3.54,309.9,2.04,0.39
03/02/2012,14.92,0.0,3.74,317.5,1.31,0.39
04/02/2012,15.16,0.32,4.28,128.7,1.91,0.39
05/02/2012,14.51,0.05,4.9,142.0,1.58,0.39
06/02/2012,13.78,0.02,4.76,306.7,2.12,0.38
07/02/2012,12.61,0.0,3.32,309.2,1.63,0.38
08/02/2012,10.19,0.44,2.34,304.9,2.55,0.38
09/02/2012,9.74,0.0,2.48,314.7,2.4,0.38
10/02/2012,11.36,0.0,2.42,311.6,2.43,0.38
11/02/2012,12.51,0.0,2.78,310.9,1.43,0.38
12/02/2012,14.51,0.0,3.83,114.1,1.81,0.38
13/02/2012,15.6,0.0,4.61,131.3,2.78,0.38
14/02/2012,14.6,0.0,4.7,204.2,1.09,0.37
15/02/2012,13.71,0.0,3.88,312.6,1.79,0.37
16/02/2012,12.63,0.01,2.57,328.2,1.85,0.37
17/02/2012,13.66,0.0,2.7,326.2,1.26,0.37
18/02/2012,15.58,0.0,2.85,308.3,2.31,0.37
19/02/2012,16.75,0.0,4.12,312.3,2.71,0.37
20/02/2012,18.28,0.0,5.69,330.5,2.01,0.37
21/02/2012,19.4,0.0,6.03,122.0,1.71,0.36
22/02/2012,19.21,0.0,5.58,152.5,1.61,0.36
23/02/2012,18.99,0.0,5.47,292.3,1.39,0.36
24/02/2012,16.3,0.0,3.27,312.9,2.01,0.36
25/02/2012,16.2,0.0,2.53,320.7,2.23,0.36
26/02/2012,16.34,0.0,2.38,317.6,2.52,0.36
27/02/2012,17.37,0.0,2.55,306.1,2.84,0.35
28/02/2012,17.68,0.0,3.54,301.8,2.17,0.35
29/02/2012,18.75,0.0,3.96,318.5,1.43,0.35
01/03/2012,18.79,0.0,3.75,10.9,1.22,0.35
02/03/2012,18.84,0.0,3.03,323.0,2.29,0.35
03/03/2012,19.89,0.0,4.01,311.5,2.38,0.35
04/03/2012,21.9,0.0,5.44,139.1,1.6,0.35
05/03/2012,22.86,0.24,6.75,189.8,2.36,0.34
06/03/2012,22.07,0.06,6.22,335.8,1.84,0.34
07/03/2012,19.21,1.83,3.42,268.6,1.69,0.35
08/03/2012,17.02,0.0,1.68,287.3,1.48,0.34
09/03/2012,16.93,0.0,2.37,316.6,2.04,0.34
10/03/2012,17.9,0.0,2.34,336.6,1.24,0.34
11/03/2012,18.48,0.0,2.45,64.5,0.98,0.34
12/03/2012,20.01,0.03,2.73,115.7,2.3,0.34
13/03/2012,19.35,2.83,5.18,34.2,2.32,0.34
14/03/2012,18.65,0.0,3.24,318.6,2.29,0.34
15/03/2012,20.25,0.0,3.2,314.2,3.12,0.34
16/03/2012,21.87,0.0,3.45,309.3,2.42,0.34
17/03/2012,24.57,0.0,4.52,326.0,1.42,0.34
18/03/2012,26.33,0.0,4.79,325.1,1.1,0.34
19/03/2012,26.9,0.0,5.23,141.5,1.65,0.34
